Tiempo,Angulo,Xcom,Ycom,Zcom,x_acc_robot,y_acc_robot,z_acc_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,seno_x,seno_z,coseno_z,Xzmp-Juanlo,Yzmp-Juanlo,Xzmp_b,Xzmp_c,Xzmp_off,Yzmp_b,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp-Loli,Yzmp-Loli,evalx.y,eval_x.zmp_error,eval_x.zmp_ref,eval_x._u,eval_x._x1[0],eval_x._x2[0],angle_x
16.96,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.54,14.81,-0.21,0.12,-9.85,-0.04,-0.05,-0.47,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.90,3.85,-195.21,57.15,215.42,-5.47,0.11,-0.03,-33.53,5.02,-323.65,77.14,-30.38,-29.50,-0.01,-0.02,-0.00,-0.03,-0.003224562853575,0.060591675341129,0.059999998658895, -0.006285,  0.000902,  0.000006,0.297178
16.99,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.53,14.81,-0.01,0.12,-9.82,-0.34,1.27,-0.33,0.38,0.10,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.59,4.06,-195.00,57.15,215.51,-5.53,0.11,-0.03,-33.39,4.82,-322.85,77.25,-30.20,-29.20,-0.01,-0.02,-0.00,-0.03,-0.003219229634851,0.060482598841190,0.059999998658895, -0.006269,  0.000902,  0.000007,0.296681
17.03,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.54,14.81,-0.01,0.10,-9.82,0.42,-0.11,-0.09,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,3.97,-195.21,57.26,215.50,-5.60,0.11,-0.03,-32.77,4.84,-323.70,77.34,-30.20,-29.27,-0.01,-0.02,-0.00,-0.03,-0.003234203904867,0.060522586107254,0.059999998658895, -0.006314,  0.000902,  0.000007,0.298077
17.05,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.54,14.80,-0.07,0.18,-9.81,-0.52,0.26,0.00,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.67,4.06,-195.16,56.94,215.35,-5.77,0.11,-0.03,-32.83,5.42,-322.59,76.96,-29.83,-29.86,-0.01,-0.02,-0.00,-0.03,-0.003221483901143,0.060395296663046,0.059999998658895, -0.006275,  0.000902,  0.000007,0.296891
17.30,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.54,14.79,-0.03,0.17,-9.82,0.38,0.58,-0.59,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.36,3.99,-194.80,56.95,215.39,-5.62,0.11,-0.03,-33.09,5.16,-323.49,77.22,-29.93,-29.50,-0.01,-0.02,-0.00,-0.03,-0.003240775782615,0.060477908700705,0.059999998658895, -0.006334,  0.000902,  0.000007,0.298690
17.34,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.57,14.80,0.03,0.16,-9.78,-0.43,0.26,-0.52,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.44,3.99,-195.00,57.15,215.42,-5.68,0.11,-0.03,-31.86,4.60,-323.33,76.70,-30.39,-29.63,-0.01,-0.02,-0.00,-0.03,-0.003231619019061,0.060484025627375,0.059999998658895, -0.006305,  0.000902,  0.000006,0.297836
17.35,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.57,14.81,-0.29,0.16,-9.79,-0.19,0.06,0.26,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,3.89,-194.39,57.06,215.51,-5.68,0.11,-0.03,-32.35,4.78,-322.43,76.89,-30.08,-29.55,-0.01,-0.02,-0.00,-0.03,-0.003220811719075,0.060329854488373,0.059999998658895, -0.006272,  0.000902,  0.000006,0.296829
17.40,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.58,14.81,-0.07,0.13,-9.78,-0.35,-0.14,0.50,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.21,3.87,-194.80,57.02,215.15,-5.55,0.11,-0.03,-33.45,4.60,-323.49,77.55,-29.91,-28.59,-0.01,-0.02,-0.00,-0.03,-0.003247926943004,0.060491010546684,0.059999998658895, -0.006355,  0.000902,  0.000007,0.299356
17.46,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.59,14.81,-0.14,0.15,-9.81,0.50,0.79,-0.31,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,3.91,-195.00,57.04,215.42,-5.62,0.11,-0.03,-33.57,5.46,-323.01,77.29,-29.70,-29.65,-0.01,-0.02,-0.00,-0.03,-0.003225534223020,0.060429692268372,0.059999998658895, -0.006286,  0.000902,  0.000005,0.297269
17.48,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.58,14.81,-0.12,0.17,-9.78,-0.43,0.29,-0.63,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.81,3.60,-194.64,57.22,215.54,-5.38,0.11,-0.03,-33.37,5.18,-322.80,77.14,-30.17,-29.72,-0.01,-0.02,-0.00,-0.03,-0.003232201561332,0.060429740697145,0.059999998658895, -0.006306,  0.000902,  0.000005,0.297890
17.51,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.58,14.82,-0.23,0.12,-9.76,-0.12,-0.13,-0.27,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,3.89,-195.00,57.06,215.51,-5.60,0.11,-0.03,-34.12,4.54,-323.01,77.23,-30.08,-28.80,-0.01,-0.02,-0.00,-0.03,-0.003237761091441,0.060520216822624,0.059999998658895, -0.006323,  0.000902,  0.000005,0.298409
17.55,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.59,14.82,-0.02,0.14,-9.81,-0.02,0.34,-0.38,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.96,3.47,-194.85,57.06,215.42,-5.32,0.11,-0.03,-33.47,5.38,-322.59,77.00,-30.01,-29.48,-0.01,-0.02,-0.00,-0.03,-0.003220963291824,0.060417421162128,0.059999998658895, -0.006272,  0.000902,  0.000004,0.296843
17.57,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.60,14.83,-0.01,0.19,-9.86,-0.07,0.32,-0.24,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.34,3.72,-194.59,57.04,215.75,-5.53,0.11,-0.03,-33.39,5.00,-323.01,76.95,-30.16,-29.33,-0.01,-0.02,-0.00,-0.03,-0.003232927992940,0.060426797717810,0.059999998658895, -0.006309,  0.000902,  0.000005,0.297958
17.60,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.60,14.83,-0.37,0.11,-9.80,-0.09,0.22,-0.58,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.36,4.06,-195.16,57.10,215.38,-5.77,0.11,-0.03,-33.11,4.96,-322.37,76.64,-30.11,-29.86,-0.01,-0.02,-0.00,-0.03,-0.003234041621909,0.060465268790722,0.059999998658895, -0.006312,  0.000902,  0.000005,0.298062
17.63,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.60,14.83,-0.04,0.12,-9.82,-0.11,0.57,-0.82,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,3.93,-195.16,56.90,215.30,-5.70,0.11,-0.03,-32.93,4.66,-323.70,77.01,-30.12,-28.95,-0.01,-0.02,-0.00,-0.03,-0.003235211595893,0.060551851987839,0.059999998658895, -0.006315,  0.000902,  0.000004,0.298171
17.66,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.60,14.83,0.05,0.17,-9.77,0.30,0.13,-0.14,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.28,4.04,-194.80,56.92,215.58,-5.60,0.11,-0.03,-33.25,4.98,-323.44,76.92,-30.01,-29.03,-0.01,-0.02,-0.00,-0.03,-0.003220369108021,0.060468781739473,0.059999998658895, -0.006270,  0.000902,  0.000004,0.296788
17.69,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.60,14.84,0.10,0.13,-9.79,-0.45,0.44,-0.74,0.38,0.10,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.57,3.81,-194.39,56.87,215.54,-5.53,0.11,-0.03,-33.17,5.63,-323.22,76.73,-29.67,-29.70,-0.01,-0.02,-0.00,-0.03,-0.003221760503948,0.060345340520144,0.059999998658895, -0.006274,  0.000902,  0.000004,0.296917
17.74,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.61,14.84,-0.22,0.16,-9.79,0.37,0.40,-0.02,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.83,3.76,-194.80,56.84,215.35,-5.62,0.11,-0.03,-33.37,4.86,-322.37,76.48,-29.80,-29.61,-0.01,-0.02,-0.00,-0.03,-0.003236993448809,0.060375105589628,0.059999998658895, -0.006321,  0.000902,  0.000005,0.298337
17.76,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.61,14.82,-0.01,0.16,-9.79,0.20,-0.77,-0.20,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.36,4.04,-194.80,56.98,215.62,-5.60,0.11,-0.03,-32.33,4.96,-323.28,76.73,-30.11,-29.70,-0.01,-0.02,-0.00,-0.03,-0.003235070034862,0.060406990349293,0.059999998658895, -0.006315,  0.000902,  0.000004,0.298158
17.79,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.61,14.83,-0.11,0.12,-9.75,-0.48,0.36,-0.55,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,3.56,-194.39,56.88,215.73,-5.45,0.11,-0.03,-32.85,4.94,-323.44,76.62,-29.86,-29.48,-0.01,-0.02,-0.00,-0.03,-0.003227050416172,0.060345515608788,0.059999998658895, -0.006290,  0.000902,  0.000004,0.297410
17.82,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.61,14.83,-0.06,0.15,-9.78,0.14,-0.13,-0.18,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,4.14,-194.75,56.80,215.42,-5.85,0.11,-0.03,-33.17,4.90,-322.80,76.93,-29.82,-29.10,-0.01,-0.02,-0.00,-0.03,-0.003235762473196,0.060382474213839,0.059999998658895, -0.006317,  0.000902,  0.000004,0.298222
17.86,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.62,14.83,-0.03,0.17,-9.75,-0.36,0.32,-0.19,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.98,3.99,-194.80,57.15,215.42,-5.55,0.11,-0.03,-32.89,4.68,-322.21,76.77,-29.93,-29.33,-0.01,-0.02,-0.00,-0.03,-0.003228034824133,0.060335759073496,0.059999998658895, -0.006294,  0.000902,  0.000004,0.297502
17.88,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.61,14.82,0.15,0.14,-9.83,0.30,0.06,-0.50,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,3.91,-194.80,57.00,215.47,-5.60,0.11,-0.03,-33.15,5.18,-323.01,76.92,-29.79,-29.78,-0.01,-0.02,-0.00,-0.03,-0.003236705437303,0.060397915542126,0.059999998658895, -0.006320,  0.000902,  0.000004,0.298310
17.92,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.61,14.82,-0.13,0.14,-9.83,0.02,0.12,-0.87,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.14,3.93,-195.21,57.00,215.39,-5.47,0.11,-0.03,-33.55,4.66,-323.01,77.08,-30.00,-29.10,-0.01,-0.02,-0.00,-0.03,-0.003233803436160,0.060467030853033,0.059999998658895, -0.006311,  0.000902,  0.000003,0.298040
17.94,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.62,14.84,-0.34,0.12,-9.81,-0.67,0.08,-0.53,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.14,3.83,-194.80,56.90,215.39,-5.47,0.11,-0.03,-32.27,5.02,-323.06,77.11,-30.39,-29.35,-0.01,-0.02,-0.00,-0.03,-0.003224288113415,0.060440070927143,0.059999998658895, -0.006282,  0.000902,  0.000002,0.297153
17.97,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.63,14.83,-0.08,0.17,-9.78,-0.32,0.21,-0.27,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.13,3.99,-194.80,57.10,215.36,-5.68,0.11,-0.03,-32.09,4.88,-323.75,77.00,-30.47,-29.50,-0.01,-0.02,-0.00,-0.03,-0.003235088195652,0.060558944940567,0.059999998658895, -0.006316,  0.000902,  0.000003,0.298160
18.00,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.64,14.82,0.25,0.14,-9.81,0.24,-0.12,0.03,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.57,3.81,-194.80,56.96,215.52,-5.45,0.11,-0.03,-34.06,4.28,-322.80,77.22,-29.85,-28.50,-0.01,-0.02,-0.00,-0.03,-0.003214272204787,0.060437224805355,0.059999998658895, -0.006252,  0.000902,  0.000002,0.296219
18.05,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.65,14.82,-0.33,0.08,-9.82,0.00,0.09,-0.75,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.21,4.20,-194.54,56.96,215.54,-5.75,0.11,-0.03,-32.27,4.86,-322.00,76.77,-29.72,-29.63,-0.01,-0.02,-0.00,-0.03,-0.003215964883566,0.060250706970692,0.059999998658895, -0.006257,  0.000902,  0.000004,0.296377
18.07,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.65,14.82,0.07,0.14,-9.89,0.13,0.40,-0.04,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.34,3.87,-194.39,56.98,215.71,-5.53,0.11,-0.03,-33.03,5.53,-323.01,77.14,-29.61,-29.55,-0.01,-0.02,-0.00,-0.03,-0.003238803939894,0.060292609035969,0.059999998658895, -0.006328,  0.000902,  0.000005,0.298506
18.10,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.66,14.83,-0.29,0.11,-9.77,0.31,-0.54,-0.84,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.81,3.74,-194.39,56.81,215.50,-5.47,0.11,-0.03,-33.73,4.96,-323.01,76.90,-29.63,-29.18,-0.01,-0.02,-0.00,-0.03,-0.003236921038479,0.060351047664881,0.059999998658895, -0.006322,  0.000902,  0.000004,0.298330
18.13,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.66,14.83,-0.14,0.16,-9.80,-0.27,-0.18,-0.15,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.65,3.87,-194.39,56.87,215.63,-5.45,0.11,-0.03,-33.07,5.08,-322.80,76.86,-29.79,-29.63,-0.01,-0.02,-0.00,-0.03,-0.003227158449590,0.060311257839203,0.059999998658895, -0.006292,  0.000902,  0.000003,0.297420
18.16,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.66,14.83,-0.17,0.13,-9.81,0.21,0.23,-0.04,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.34,4.02,-194.59,56.96,215.62,-5.60,0.11,-0.03,-33.73,5.47,-322.75,76.52,-29.31,-29.91,-0.01,-0.02,-0.00,-0.03,-0.003229745663702,0.060291953384876,0.059999998658895, -0.006300,  0.000902,  0.000003,0.297662
18.18,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.66,14.83,0.02,0.12,-9.84,0.19,0.22,-0.24,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.36,3.89,-194.33,56.81,215.50,-5.68,0.11,-0.03,-32.83,4.96,-323.49,76.89,-30.09,-29.63,-0.01,-0.02,-0.00,-0.03,-0.003240917809308,0.060441575944424,0.059999998658895, -0.006334,  0.000902,  0.000003,0.298703
18.23,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.64,14.84,-0.04,0.12,-9.81,0.36,0.28,-0.82,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.73,3.35,-194.44,56.88,215.62,-5.30,0.11,-0.03,-33.05,5.20,-323.01,76.49,-30.05,-29.63,-0.01,-0.02,-0.00,-0.03,-0.003219703910872,0.060375854372978,0.059999998658895, -0.006270,  0.000902,  0.000002,0.296726
18.26,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.63,14.84,-0.06,0.13,-9.83,-0.15,0.68,-0.17,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.36,4.04,-194.54,56.86,215.54,-5.68,0.11,-0.03,-33.23,5.18,-323.01,76.52,-29.75,-29.55,-0.01,-0.02,-0.00,-0.03,-0.003226887667552,0.060374267399311,0.059999998658895, -0.006292,  0.000902,  0.000003,0.297395
18.28,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.63,14.85,-0.17,0.12,-9.81,0.01,0.39,-0.34,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,3.91,-194.59,56.91,215.44,-5.62,0.11,-0.03,-32.19,4.96,-323.70,76.73,-30.20,-29.48,-0.01,-0.02,-0.00,-0.03,-0.003231187816709,0.060440968722105,0.059999998658895, -0.006305,  0.000902,  0.000003,0.297796
18.31,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.64,14.84,-0.01,0.18,-9.78,-0.26,-0.33,-0.10,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.34,3.64,-194.39,56.83,215.69,-5.53,0.11,-0.03,-33.47,5.38,-322.80,76.93,-29.80,-29.55,-0.01,-0.02,-0.00,-0.03,-0.003217681078240,0.060347680002451,0.059999998658895, -0.006264,  0.000902,  0.000002,0.296537
18.35,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.64,14.85,-0.24,0.17,-9.83,0.07,0.37,-0.72,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.12,3.68,-194.39,56.96,215.48,-5.55,0.11,-0.03,-32.43,4.70,-322.64,76.62,-29.86,-29.48,-0.01,-0.02,-0.00,-0.03,-0.003223128616810,0.060273446142673,0.059999998658895, -0.006281,  0.000902,  0.000003,0.297045
18.38,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.64,14.84,-0.31,0.14,-9.90,-0.11,-0.10,0.41,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.83,3.99,-194.80,57.10,215.38,-5.62,0.11,-0.03,-32.95,4.64,-323.28,77.27,-30.01,-28.87,-0.01,-0.02,-0.00,-0.03,-0.003241939470172,0.060444455593824,0.059999998658895, -0.006339,  0.000902,  0.000003,0.298798
18.41,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.64,14.84,0.19,0.12,-9.83,-0.23,0.42,-0.12,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.44,3.97,-194.75,56.87,215.54,-5.68,0.11,-0.03,-33.47,5.53,-322.59,77.18,-29.78,-29.72,-0.01,-0.02,-0.00,-0.03,-0.003218126017600,0.060374844819307,0.059999998658895, -0.006266,  0.000901,  0.000002,0.296578
18.45,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.63,14.83,-0.17,0.19,-9.73,-0.15,0.76,0.43,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.73,4.10,-194.33,56.87,215.69,-5.60,0.11,-0.03,-32.95,4.62,-322.43,77.27,-29.91,-28.87,-0.01,-0.02,-0.00,-0.03,-0.003219990758225,0.060283750295639,0.059999998658895, -0.006272,  0.000901,  0.000003,0.296752
18.47,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.63,14.83,0.01,0.19,-9.75,-0.66,0.89,0.36,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.34,4.18,-194.54,57.07,215.71,-5.68,0.11,-0.03,-31.78,5.40,-321.58,76.54,-29.75,-30.38,-0.01,-0.02,-0.00,-0.03,-0.003221237566322,0.060153909027576,0.059999998658895, -0.006276,  0.000901,  0.000003,0.296868
18.52,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.63,14.84,-0.03,0.13,-9.78,-0.21,-0.10,-0.01,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.34,4.02,-194.39,56.92,215.67,-5.53,0.11,-0.03,-32.43,4.44,-323.12,77.19,-30.23,-29.10,-0.01,-0.02,-0.00,-0.03,-0.003249942092225,0.060389235615730,0.059999998658895, -0.006364,  0.000901,  0.000004,0.299544
18.54,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.63,14.84,-0.03,0.11,-9.88,-0.18,-0.15,0.10,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,4.04,-194.59,57.07,215.58,-5.68,0.11,-0.03,-32.87,4.80,-323.06,77.22,-29.94,-29.03,-0.01,-0.02,-0.00,-0.03,-0.003222473897040,0.060379821807146,0.059999998658895, -0.006280,  0.000901,  0.000002,0.296984
18.59,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.63,14.84,-0.05,0.14,-9.81,-0.31,0.16,-0.17,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.34,4.02,-193.97,56.92,215.58,-5.53,0.11,-0.03,-33.13,4.94,-322.16,76.75,-29.93,-29.78,-0.01,-0.02,-0.00,-0.03,-0.003218342550099,0.060299925506115,0.059999998658895, -0.006267,  0.000901,  0.000002,0.296599
18.61,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.63,14.85,-0.21,0.10,-9.76,0.11,-0.19,-0.27,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.34,3.58,-194.39,56.98,215.60,-5.45,0.11,-0.03,-32.25,4.32,-323.75,77.36,-30.11,-28.59,-0.01,-0.02,-0.00,-0.03,-0.003234173636883,0.060410231351852,0.059999998658895, -0.006316,  0.000901,  0.000003,0.298074
18.64,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.63,14.85,0.08,0.14,-9.80,0.29,0.27,-0.24,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,3.81,-194.59,56.87,215.50,-5.53,0.11,-0.03,-33.07,5.49,-322.80,76.82,-29.68,-29.86,-0.01,-0.02,-0.00,-0.03,-0.003217171179131,0.060339570045471,0.059999998658895, -0.006264,  0.000901,  0.000002,0.296489
18.67,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.64,14.86,-0.12,0.10,-9.85,0.05,-0.07,-0.94,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.83,4.12,-194.75,56.91,215.50,-5.60,0.11,-0.03,-33.49,5.22,-323.65,76.82,-29.90,-29.18,-0.01,-0.02,-0.00,-0.03,-0.003232551738620,0.060455124825239,0.059999998658895, -0.006312,  0.000901,  0.000003,0.297923
18.70,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.66,14.84,0.09,0.12,-9.84,0.29,0.27,0.01,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.67,3.76,-195.00,56.90,215.39,-5.55,0.11,-0.03,-33.23,5.18,-322.59,76.47,-29.79,-29.69,-0.01,-0.02,-0.00,-0.03,-0.003215849865228,0.060393974184990,0.059999998658895, -0.006261,  0.000901,  0.000002,0.296366
18.73,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.66,14.84,-0.08,0.11,-9.85,-0.22,0.07,-0.48,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.44,3.91,-195.00,57.00,215.47,-5.60,0.11,-0.03,-33.09,4.34,-323.28,77.05,-30.19,-28.72,-0.01,-0.02,-0.00,-0.03,-0.003230324480683,0.060507331043482,0.059999998658895, -0.006305,  0.000901,  0.000003,0.297715
18.76,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.66,14.84,0.14,0.16,-9.83,0.27,0.68,-0.38,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.57,3.66,-194.39,57.02,215.56,-5.45,0.11,-0.03,-33.89,5.22,-323.17,76.95,-29.76,-29.55,-0.01,-0.02,-0.00,-0.03,-0.003211137605831,0.060399707406759,0.059999998658895, -0.006247,  0.000901,  0.000002,0.295927
18.79,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.65,14.84,0.11,0.19,-9.73,-0.21,0.84,-0.12,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.59,4.14,-194.13,56.79,215.32,-5.77,0.11,-0.03,-32.19,4.15,-323.54,77.01,-30.50,-28.80,-0.01,-0.02,-0.00,-0.03,-0.003229407593608,0.060489919036627,0.059999998658895, -0.006303,  0.000901,  0.000004,0.297630
18.82,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.65,14.85,-0.06,0.05,-9.83,0.01,0.52,-0.60,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.83,4.06,-194.80,56.95,215.44,-5.55,0.11,-0.03,-33.41,4.98,-323.86,77.22,-30.05,-29.20,-0.01,-0.02,-0.00,-0.03,-0.003220855724066,0.060507237911224,0.059999998658895, -0.006277,  0.000901,  0.000003,0.296833
18.85,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.64,14.84,-0.12,0.18,-9.81,-0.28,0.64,0.12,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.44,4.12,-194.59,57.02,215.62,-5.53,0.11,-0.03,-32.77,4.68,-322.43,76.97,-29.86,-29.33,-0.01,-0.02,-0.00,-0.03,-0.003206771099940,0.060310520231724,0.059999998658895, -0.006234,  0.000901,  0.000004,0.295520
18.89,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.65,14.84,-0.16,0.10,-9.84,-0.10,-0.33,-0.25,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.42,3.89,-194.59,57.07,215.56,-5.53,0.11,-0.03,-32.67,5.24,-322.43,77.10,-30.01,-29.65,-0.01,-0.02,-0.00,-0.03,-0.003230972215533,0.060344945639372,0.059999998658895, -0.006308,  0.000901,  0.000005,0.297776
