Tiempo,Angulo,Xcom,Ycom,Zcom,x_acc_robot,y_acc_robot,z_acc_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,seno_x,seno_z,coseno_z,Xzmp-Juanlo,Yzmp-Juanlo,Xzmp_b,Xzmp_c,Xzmp_off,Yzmp_b,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp-Loli,Yzmp-Loli,evalx.y,eval_x.zmp_error,eval_x.zmp_ref,eval_x._u,eval_x._x1[0],eval_x._x2[0],angle_x
18.91,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.65,14.85,-0.26,0.17,-9.79,0.16,0.19,-0.62,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,4.04,-194.59,57.11,215.56,-5.60,0.11,-0.03,-32.75,4.60,-323.49,77.23,-30.32,-29.20,-0.01,-0.02,-0.00,-0.03,-0.003235294483602,0.060476321727037,0.059999998658895, -0.006321,  0.000901,  0.000005,0.298179
18.95,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.65,14.85,0.01,0.10,-9.78,0.03,-0.08,0.05,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.67,3.91,-195.00,57.06,215.52,-5.53,0.11,-0.03,-33.31,4.88,-322.64,77.34,-30.31,-29.04,-0.01,-0.02,-0.00,-0.03,-0.003220842685550,0.060477059334517,0.059999998658895, -0.006277,  0.000901,  0.000004,0.296832
18.98,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.66,14.85,-0.05,0.17,-9.78,-0.27,-0.05,-0.75,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.81,3.89,-194.59,56.96,215.54,-5.45,0.11,-0.03,-32.55,5.22,-322.64,76.64,-29.89,-30.31,-0.01,-0.02,-0.00,-0.03,-0.003210321534425,0.060309130698442,0.059999998658895, -0.006244,  0.000901,  0.000004,0.295851
19.01,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.64,14.86,-0.29,0.13,-9.84,-0.17,0.91,-0.58,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.21,4.04,-194.59,57.07,215.55,-5.68,0.11,-0.03,-32.03,4.48,-323.75,77.05,-30.56,-29.12,-0.01,-0.02,-0.00,-0.03,-0.003242463339120,0.060516294091940,0.059999998658895, -0.006343,  0.000901,  0.000005,0.298847
19.04,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.64,14.86,-0.08,0.11,-9.85,0.18,0.39,0.20,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.59,3.99,-194.75,56.94,215.34,-5.62,0.11,-0.03,-33.47,4.42,-323.06,76.96,-30.28,-28.80,-0.01,-0.02,-0.00,-0.03,-0.003220662474632,0.060533896088600,0.059999998658895, -0.006276,  0.000901,  0.000004,0.296815
19.08,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.65,14.86,-0.17,0.17,-9.77,0.05,0.50,-0.03,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.67,3.91,-194.80,56.95,215.43,-5.62,0.11,-0.03,-32.55,5.22,-324.34,76.93,-30.57,-29.80,-0.01,-0.02,-0.00,-0.03,-0.003223668085411,0.060598421841860,0.059999998658895, -0.006285,  0.000901,  0.000004,0.297095
19.11,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.64,14.86,-0.14,0.10,-9.85,-0.07,0.47,-0.24,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.73,3.74,-194.39,57.00,215.47,-5.53,0.11,-0.03,-32.07,5.28,-323.91,76.44,-30.30,-30.38,-0.01,-0.02,-0.00,-0.03,-0.003207686822861,0.060448464006186,0.059999998658895, -0.006236,  0.000901,  0.000004,0.295605
19.14,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.63,14.87,-0.11,0.06,-9.84,0.04,0.41,-0.73,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,4.04,-194.59,57.06,215.52,-5.60,0.11,-0.03,-32.89,4.68,-322.43,76.90,-30.11,-29.33,-0.01,-0.02,-0.00,-0.03,-0.003220481332392,0.060378834605217,0.059999998658895, -0.006276,  0.000901,  0.000006,0.296798
19.16,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.63,14.88,-0.01,0.20,-9.88,0.08,0.16,-0.68,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.59,3.91,-194.80,56.91,215.43,-5.55,0.11,-0.03,-32.07,5.10,-322.64,76.33,-29.94,-30.29,-0.01,-0.02,-0.00,-0.03,-0.003225514898077,0.060337837785482,0.059999998658895, -0.006291,  0.000901,  0.000006,0.297267
19.19,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.63,14.88,-0.05,0.07,-9.83,-0.01,-0.38,0.33,0.38,0.10,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.73,3.83,-194.59,56.95,215.43,-5.47,0.11,-0.03,-34.04,5.12,-323.65,77.27,-30.12,-29.04,-0.01,-0.02,-0.00,-0.03,-0.003242907114327,0.060540501028299,0.059999998658895, -0.006344,  0.000901,  0.000006,0.298888
19.22,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.62,14.88,-0.11,0.17,-9.78,0.46,0.76,-0.23,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.67,3.76,-194.80,56.90,215.39,-5.62,0.11,-0.03,-33.11,4.96,-322.59,76.73,-30.23,-29.70,-0.01,-0.02,-0.00,-0.03,-0.003215073142201,0.060457151383162,0.059999998658895, -0.006258,  0.000901,  0.000004,0.296294
19.25,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.62,14.88,-0.21,0.15,-9.73,-0.52,0.49,-0.22,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.26,3.87,-194.39,56.88,215.73,-5.53,0.11,-0.03,-33.05,5.36,-322.80,76.47,-29.78,-30.01,-0.01,-0.02,-0.00,-0.03,-0.003215461969376,0.060313414782286,0.059999998658895, -0.006260,  0.000901,  0.000005,0.296330
19.29,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.61,14.89,-0.01,0.14,-9.74,-0.43,0.37,-0.02,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.21,4.14,-194.75,57.00,215.47,-5.68,0.11,-0.03,-31.52,4.68,-322.69,76.58,-30.47,-29.78,-0.01,-0.02,-0.00,-0.03,-0.003238334320486,0.060422632843256,0.059999998658895, -0.006330,  0.000901,  0.000006,0.298462
19.31,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.60,14.90,-0.01,0.12,-9.86,-0.74,0.60,-0.33,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.83,3.91,-194.54,56.94,215.35,-5.62,0.11,-0.03,-32.99,4.40,-322.85,77.10,-30.34,-28.72,-0.01,-0.02,-0.00,-0.03,-0.003228923305869,0.060469470918179,0.059999998658895, -0.006301,  0.000901,  0.000005,0.297585
19.36,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.60,14.90,0.15,0.17,-9.73,-0.23,0.23,0.46,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,3.76,-194.80,57.06,215.51,-5.53,0.11,-0.03,-33.09,4.72,-323.70,77.30,-30.21,-28.82,-0.01,-0.02,-0.00,-0.03,-0.003226831089705,0.060514740645885,0.059999998658895, -0.006294,  0.000901,  0.000005,0.297390
19.39,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.59,14.90,-0.06,0.18,-9.78,0.51,0.17,0.18,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.59,3.85,-195.21,57.10,215.36,-5.55,0.11,-0.03,-32.33,4.64,-323.28,76.90,-30.43,-29.25,-0.01,-0.02,-0.00,-0.03,-0.003223394975066,0.060532625764608,0.059999998658895, -0.006284,  0.000901,  0.000004,0.297070
19.42,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.60,14.90,-0.16,0.10,-9.83,0.14,-0.23,-0.50,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.98,3.78,-194.80,57.04,215.32,-5.47,0.11,-0.03,-32.39,4.56,-322.21,76.66,-30.46,-29.48,-0.01,-0.02,-0.00,-0.03,-0.003215055912733,0.060425959527493,0.059999998658895, -0.006258,  0.000901,  0.000005,0.296292
19.44,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.59,14.91,-0.03,0.13,-9.80,0.20,0.73,-0.49,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.13,4.20,-194.80,57.07,215.56,-5.68,0.11,-0.03,-32.65,5.14,-323.70,76.86,-30.27,-29.86,-0.01,-0.02,-0.00,-0.03,-0.003232807386667,0.060511812567711,0.059999998658895, -0.006312,  0.000901,  0.000006,0.297947
19.47,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.59,14.91,0.05,0.13,-9.78,0.32,0.27,-0.12,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,3.70,-194.80,57.10,215.36,-5.55,0.11,-0.03,-32.91,5.00,-323.49,77.10,-30.12,-29.40,-0.01,-0.02,-0.00,-0.03,-0.003221719060093,0.060484774410725,0.059999998658895, -0.006278,  0.000901,  0.000005,0.296913
19.50,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.58,14.91,0.33,0.14,-9.77,0.29,0.38,-0.17,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,3.85,-194.59,57.08,215.27,-5.55,0.11,-0.03,-32.00,4.82,-323.12,76.88,-30.61,-29.65,-0.01,-0.02,-0.00,-0.03,-0.003226228523999,0.060501985251904,0.059999998658895, -0.006292,  0.000901,  0.000005,0.297334
19.54,0.00,0,0,89.27,0.00,0.00,0.00,179.26,0.58,14.90,-0.15,0.12,-9.87,-0.12,-0.20,0.16,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.44,3.83,-194.80,57.11,215.46,-5.53,0.11,-0.03,-32.93,4.50,-324.34,77.25,-30.30,-28.89,-0.01,-0.02,-0.00,-0.03,-0.003229631576687,0.060578513890505,0.059999998658895, -0.006302,  0.000901,  0.000005,0.297651
19.56,0.00,0,0,89.27,0.00,0.00,0.00,179.26,0.58,14.92,-0.02,0.14,-9.81,-0.47,0.47,-0.25,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.36,3.93,-195.21,57.00,215.38,-5.55,0.11,-0.03,-32.59,5.02,-323.49,76.99,-30.20,-29.33,-0.01,-0.02,-0.00,-0.03,-0.003218556055799,0.060530010610819,0.059999998658895, -0.006268,  0.000901,  0.000005,0.296619
19.60,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.58,14.92,-0.17,0.14,-9.77,-0.33,0.18,-0.55,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,4.50,-194.75,56.95,215.50,-5.83,0.11,-0.03,-32.73,4.88,-322.85,76.64,-30.00,-29.86,-0.01,-0.02,-0.00,-0.03,-0.003215609584004,0.060392096638680,0.059999998658895, -0.006259,  0.000901,  0.000006,0.296344
19.62,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.57,14.91,-0.16,0.16,-9.83,0.24,0.22,0.49,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.67,3.91,-194.54,56.90,215.39,-5.70,0.11,-0.03,-32.93,4.66,-323.28,77.00,-30.12,-28.95,-0.01,-0.02,-0.00,-0.03,-0.003235028591007,0.060454014688730,0.059999998658895, -0.006318,  0.000901,  0.000007,0.298154
19.66,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.57,14.91,-0.02,0.13,-9.82,-0.10,0.45,-0.35,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.59,3.81,-194.59,56.91,215.48,-5.60,0.11,-0.03,-32.23,5.08,-323.49,76.79,-30.39,-30.08,-0.01,-0.02,-0.00,-0.03,-0.003228869521990,0.060467977076769,0.059999998658895, -0.006299,  0.000901,  0.000006,0.297580
19.68,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.57,14.91,-0.00,0.16,-9.83,0.14,0.37,-0.65,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.59,4.20,-194.33,57.00,215.48,-5.75,0.11,-0.03,-31.86,4.66,-322.90,76.70,-30.39,-29.48,-0.01,-0.02,-0.00,-0.03,-0.003222134429961,0.060387633740902,0.059999998658895, -0.006278,  0.000901,  0.000006,0.296952
19.71,0.00,0,0,89.27,0.00,0.00,0.00,179.26,0.56,14.91,-0.19,0.14,-9.82,0.44,0.44,0.60,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.73,3.83,-194.59,57.00,215.47,-5.53,0.11,-0.03,-33.39,4.84,-323.44,77.01,-30.02,-29.33,-0.01,-0.02,-0.00,-0.03,-0.003235577838495,0.060459136962891,0.059999998658895, -0.006320,  0.000901,  0.000006,0.298205
19.74,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.57,14.92,0.00,0.14,-9.86,-0.25,0.00,-0.65,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.83,3.93,-194.95,56.94,215.34,-5.62,0.11,-0.03,-31.94,5.40,-322.85,76.62,-29.97,-30.23,-0.01,-0.02,-0.00,-0.03,-0.003221186343580,0.060362871736288,0.059999998658895, -0.006275,  0.000901,  0.000005,0.296864
19.78,0.00,0,0,89.27,0.00,0.00,0.00,179.26,0.56,14.91,-0.10,0.13,-9.81,0.37,0.27,-0.11,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.88,4.08,-194.33,56.84,215.78,-5.68,0.11,-0.03,-32.25,5.22,-322.64,76.73,-30.09,-30.01,-0.01,-0.02,-0.00,-0.03,-0.003229128662497,0.060324098914862,0.059999998658895, -0.006299,  0.000902,  0.000006,0.297604
19.80,0.00,0,0,89.27,0.00,0.00,0.00,179.26,0.55,14.91,0.11,0.18,-9.77,-0.13,0.78,-0.67,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.04,3.76,-194.59,56.91,215.44,-5.47,0.11,-0.03,-33.69,4.82,-322.16,76.78,-29.86,-29.40,-0.01,-0.02,-0.00,-0.03,-0.003234226722270,0.060345832258463,0.059999998658895, -0.006315,  0.000902,  0.000005,0.298079
19.83,0.00,0,0,89.27,0.00,0.00,0.00,179.26,0.55,14.92,-0.22,0.18,-9.74,-0.52,0.62,-0.17,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.65,3.74,-194.44,57.03,215.66,-5.38,0.11,-0.03,-33.13,4.92,-322.37,76.96,-30.05,-29.48,-0.01,-0.02,-0.00,-0.03,-0.003230445319787,0.060334775596857,0.059999998658895, -0.006303,  0.000902,  0.000005,0.297727
19.86,0.00,0,0,89.27,0.00,0.00,0.00,179.26,0.54,14.92,0.04,0.12,-9.81,-0.12,0.09,0.66,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.21,4.20,-194.33,56.91,215.48,-5.75,0.11,-0.03,-32.71,5.06,-322.64,76.78,-30.06,-30.01,-0.01,-0.02,-0.00,-0.03,-0.003234284464270,0.060383722186089,0.059999998658895, -0.006315,  0.000902,  0.000005,0.298085
19.90,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.55,14.92,0.09,0.10,-9.84,-0.59,0.03,-0.43,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,3.60,-194.80,56.95,215.43,-5.47,0.11,-0.03,-32.45,4.64,-323.54,77.46,-30.47,-28.67,-0.01,-0.02,-0.00,-0.03,-0.003236995078623,0.060515556484461,0.059999998658895, -0.006323,  0.000902,  0.000004,0.298337
19.92,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.55,14.92,0.02,0.13,-9.84,-0.16,-0.51,-0.30,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.19,4.02,-194.13,56.91,215.58,-5.68,0.11,-0.03,-32.61,5.00,-323.06,77.15,-30.06,-29.27,-0.01,-0.02,-0.00,-0.03,-0.003213335759938,0.060375407338142,0.059999998658895, -0.006251,  0.000902,  0.000003,0.296132
19.96,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.57,14.92,-0.22,0.17,-9.75,0.43,-0.10,-0.42,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.67,4.06,-194.75,56.95,215.44,-5.70,0.11,-0.03,-33.47,5.55,-322.37,77.00,-29.45,-30.01,-0.01,-0.02,-0.00,-0.03,-0.003224149812013,0.060300644487143,0.059999998658895, -0.006284,  0.000902,  0.000004,0.297140
19.98,0.00,0,0,89.27,0.00,0.00,0.00,179.26,0.57,14.92,0.20,0.13,-9.81,0.03,-0.09,-0.19,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.67,3.91,-194.80,56.95,215.43,-5.62,0.11,-0.03,-31.80,4.72,-322.90,76.97,-30.17,-29.55,-0.01,-0.02,-0.00,-0.03,-0.003236986929551,0.060378506779671,0.059999998658895, -0.006323,  0.000902,  0.000005,0.298337
20.02,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.56,14.93,-0.15,0.17,-9.83,-0.59,0.83,-0.42,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.73,3.68,-194.80,56.95,215.43,-5.47,0.11,-0.03,-32.59,4.68,-322.64,77.08,-30.21,-29.10,-0.01,-0.02,-0.00,-0.03,-0.003230162197724,0.060414478182793,0.059999998658895, -0.006303,  0.000902,  0.000004,0.297700
20.04,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.55,14.93,-0.11,0.14,-9.82,0.05,0.78,0.01,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.26,4.10,-194.39,56.96,215.62,-5.60,0.11,-0.03,-33.73,4.96,-323.22,77.25,-29.86,-29.10,-0.01,-0.02,-0.00,-0.03,-0.003226434346288,0.060420822352171,0.059999998658895, -0.006291,  0.000902,  0.000003,0.297353
20.08,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.55,14.92,-0.12,0.13,-9.83,-0.23,0.68,0.18,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,4.35,-194.54,56.95,215.54,-5.75,0.11,-0.03,-32.03,5.12,-322.43,76.75,-29.80,-29.86,-0.01,-0.02,-0.00,-0.03,-0.003215326927602,0.060261201113462,0.059999998658895, -0.006257,  0.000901,  0.000003,0.296318
20.10,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.55,14.91,-0.12,0.15,-9.81,0.03,0.10,-0.34,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.73,3.60,-194.18,57.00,215.43,-5.40,0.11,-0.03,-33.15,5.24,-323.01,76.81,-29.89,-29.55,-0.01,-0.02,-0.00,-0.03,-0.003239641431719,0.060369085520506,0.059999998658895, -0.006332,  0.000901,  0.000004,0.298584
20.15,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.55,14.92,-0.05,0.12,-9.80,0.11,0.76,-0.14,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,4.04,-194.18,56.96,215.58,-5.53,0.11,-0.03,-31.44,5.44,-323.06,76.43,-30.28,-30.38,-0.01,-0.02,-0.00,-0.03,-0.003224422922358,0.060328684747219,0.059999998658895, -0.006285,  0.000901,  0.000003,0.297165
20.17,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.55,14.91,0.08,0.12,-9.78,0.40,0.24,-0.34,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.28,3.97,-194.33,56.87,215.54,-5.68,0.11,-0.03,-33.49,4.70,-323.22,77.22,-30.06,-28.80,-0.01,-0.02,-0.00,-0.03,-0.003236875170842,0.060456380248070,0.059999998658895, -0.006324,  0.000901,  0.000003,0.298326
20.21,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.54,14.91,-0.14,0.12,-9.79,-0.02,0.42,-0.32,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.83,3.83,-194.59,56.95,215.43,-5.55,0.11,-0.03,-32.49,5.46,-323.06,76.78,-29.96,-30.08,-0.01,-0.02,-0.00,-0.03,-0.003216766286641,0.060366816818714,0.059999998658895, -0.006262,  0.000901,  0.000002,0.296452
20.22,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.54,14.90,0.12,0.15,-9.79,-0.08,0.17,0.12,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,4.14,-194.33,56.90,215.40,-5.70,0.11,-0.03,-33.19,4.56,-323.49,76.97,-30.08,-28.72,-0.01,-0.02,-0.00,-0.03,-0.003232528455555,0.060455214232206,0.059999998658895, -0.006311,  0.000901,  0.000003,0.297921
20.26,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.53,14.92,0.08,0.14,-9.83,-0.21,0.32,-0.10,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.36,4.04,-194.33,57.11,215.56,-5.75,0.11,-0.03,-32.27,4.72,-323.06,76.74,-30.12,-29.40,-0.01,-0.02,-0.00,-0.03,-0.003217222401872,0.060370560735464,0.059999998658895, -0.006264,  0.000901,  0.000003,0.296494
20.28,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.53,14.92,-0.24,0.15,-9.83,-0.16,0.33,-0.65,0.38,0.10,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.59,3.97,-194.80,57.06,215.60,-5.60,0.11,-0.03,-33.89,4.78,-322.80,77.25,-29.87,-28.87,-0.01,-0.02,-0.00,-0.03,-0.003229557070881,0.060414649546146,0.059999998658895, -0.006302,  0.000901,  0.000004,0.297644
20.32,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.53,14.90,-0.22,0.13,-9.85,-0.35,0.43,0.28,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,3.87,-194.59,57.12,215.66,-5.60,0.11,-0.03,-33.23,5.49,-322.16,76.78,-29.63,-30.01,-0.01,-0.02,-0.00,-0.03,-0.003214815631509,0.060264717787504,0.059999998658895, -0.006257,  0.000901,  0.000003,0.296270
20.34,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.53,14.90,-0.04,0.14,-9.82,-0.31,-0.54,-0.05,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.21,4.04,-194.80,57.17,215.64,-5.60,0.11,-0.03,-32.85,4.58,-323.28,77.21,-30.19,-28.87,-0.01,-0.02,-0.00,-0.03,-0.003243791870773,0.060459513217211,0.059999998658895, -0.006346,  0.000901,  0.000004,0.298971
20.38,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.52,14.90,-0.20,0.15,-9.83,0.32,0.45,-0.46,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.98,3.60,-194.80,57.00,215.38,-5.47,0.11,-0.03,-33.37,5.16,-323.01,77.00,-30.11,-29.63,-0.01,-0.02,-0.00,-0.03,-0.003222025232390,0.060461428016424,0.059999998658895, -0.006279,  0.000901,  0.000003,0.296942
20.41,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.52,14.92,0.17,0.13,-9.81,0.35,0.63,-0.57,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.42,4.02,-193.97,57.02,215.67,-5.60,0.11,-0.03,-32.99,4.60,-323.28,77.00,-30.21,-29.25,-0.01,-0.02,-0.00,-0.03,-0.003218144178391,0.060399383306503,0.059999998658895, -0.006267,  0.000901,  0.000003,0.296580
20.44,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.51,14.90,-0.21,0.18,-9.76,0.19,0.45,-0.46,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.83,3.91,-194.80,56.99,215.39,-5.62,0.11,-0.03,-33.89,4.96,-323.44,77.19,-29.80,-29.10,-0.01,-0.02,-0.00,-0.03,-0.003229897236452,0.060471229255199,0.059999998658895, -0.006303,  0.000901,  0.000004,0.297676
20.46,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.52,14.91,-0.37,0.12,-9.83,0.01,-0.02,-0.67,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.88,3.93,-194.59,56.99,215.39,-5.62,0.11,-0.03,-32.87,5.40,-322.16,76.40,-29.80,-30.46,-0.01,-0.02,-0.00,-0.03,-0.003211230970919,0.060304343700409,0.059999998658895, -0.006246,  0.000901,  0.000003,0.295936
20.51,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.52,14.90,0.04,0.15,-9.74,0.07,0.92,0.16,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.42,3.97,-194.80,57.12,215.66,-5.53,0.11,-0.03,-33.57,4.98,-322.80,76.95,-29.72,-29.33,-0.01,-0.02,-0.00,-0.03,-0.003233724273741,0.060366276651621,0.059999998658895, -0.006315,  0.000901,  0.000005,0.298032
20.53,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.53,14.92,0.12,0.14,-9.82,-0.10,0.01,-0.25,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.57,3.53,-194.64,57.07,215.51,-5.45,0.11,-0.03,-33.41,4.46,-323.49,77.45,-30.45,-28.52,-0.01,-0.02,-0.00,-0.03,-0.003238468663767,0.060551121830940,0.059999998658895, -0.006330,  0.000901,  0.000004,0.298475
20.56,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.52,14.92,-0.40,0.15,-9.83,0.27,0.06,-0.46,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.44,3.87,-194.39,56.92,215.69,-5.68,0.11,-0.03,-32.71,5.69,-323.01,76.86,-30.15,-30.40,-0.01,-0.02,-0.00,-0.03,-0.003206789260730,0.060374952852726,0.059999998658895, -0.006233,  0.000901,  0.000003,0.295522
